COG20_FUNCTION	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	gene_clusters_ids	p_Medium	p_Small	p_Large	N_Medium	N_Small	N_Large
PMT family glycosyltransferase ArnT/Agl22, involved in glycosylation of proteins and lipid IVA (ArnT) (PDB:5EZM) (PUBMED:16226890;31233657;32706435)	0	1	1	NA	COG1807	GC_00000789, GC_00000960, GC_00001060, GC_00001371, GC_00001737, GC_00002155, GC_00004010, GC_00006427, GC_00013783, GC_00015547, GC_00021944, GC_00025176, GC_00029542, GC_00031204, GC_00033982, GC_00049442, GC_00052228, GC_00076139	1	1	1	151	15	15
Protein translocase subunit YajC (YajC)	0	1	1	NA	COG1862	GC_00002344	1	1	1	151	15	15
Pullulanase/glycogen debranching enzyme (PulA) (PDB:2WSK)	0	1	1	NA	COG1523	GC_00000394, GC_00018872, GC_00027719, GC_00058593, GC_00064206	1	1	1	151	15	15
Twin-arginine protein secretion pathway components TatA and TatB (TatA) (PDB:2L16)	0	1	1	NA	COG1826	GC_00002312, GC_00002497	1	1	1	151	15	15
Poly-beta-hydroxybutyrate synthase (PhaC) (PDB:5XAV)	0	1	1	NA	COG3243	GC_00000955, GC_00003388, GC_00003970, GC_00004404, GC_00007202, GC_00007219, GC_00008855, GC_00010490, GC_00011133, GC_00012959, GC_00013405, GC_00014512, GC_00019821, GC_00020011, GC_00028780, GC_00033053, GC_00037366, GC_00040556, GC_00061332, GC_00064717	1	1	1	151	15	15
Chorismate synthase (AroC) (PDB:1Q1L)	0	1	1	NA	COG0082	GC_00002733	1	1	1	151	15	15
tRNA-dihydrouridine synthase (DusA) (PDB:1VHN)	0	1	1	NA	COG0042	GC_00001101, GC_00001962	1	1	1	151	15	15
Branched-chain amino acid ABC-type transport system, permease component (LivH)!!!ABC-type branched-chain amino acid transport system, permease component (LivM)	0	1	1	NA	COG0559!!!COG4177	GC_00001071, GC_00004615, GC_00022411, GC_00027631, GC_00031804, GC_00037712, GC_00040682, GC_00068154	1	1	1	151	15	15
5-carboxyvanillate decarboxylase LigW (lignin degradation), amidohydro domain (LigW) (PDB:2DVT) (PUBMED:26714575)	0	1	1	NA	COG2159	GC_00000328, GC_00000591, GC_00001520, GC_00003097, GC_00003702, GC_00008181, GC_00008187, GC_00008609, GC_00009043, GC_00009577, GC_00009899, GC_00010435, GC_00011626, GC_00011742, GC_00012429, GC_00012674, GC_00012683, GC_00014005, GC_00017886, GC_00018579, GC_00019663, GC_00020693, GC_00020857, GC_00020879, GC_00021777, GC_00022731, GC_00022900, GC_00025261, GC_00026817, GC_00031156, GC_00031157, GC_00031848, GC_00034182, GC_00035072, GC_00037898, GC_00038795, GC_00044285, GC_00044605, GC_00045313, GC_00045584, GC_00045919, GC_00046177, GC_00048487, GC_00049444, GC_00050225, GC_00053625, GC_00062114, GC_00062443, GC_00067543, GC_00069006, GC_00072056, GC_00073190, GC_00073286	1	1	1	151	15	15
Flagellar biosynthesis protein FlhB (FlhB) (PDB:6S3L)	0	1	1	NA	COG1377	GC_00000133, GC_00004740, GC_00016616	1	1	1	151	15	15
Undecaprenyl pyrophosphate phosphatase (UppP) (PDB:5OON)	0	1	1	NA	COG1968	GC_00000807, GC_00019707	1	1	1	151	15	15
Serine acetyltransferase (CysE) (PDB:1T3D)	0	1	1	NA	COG1045	GC_00001407, GC_00003837, GC_00007990, GC_00008618, GC_00009564, GC_00016464, GC_00018956, GC_00020395, GC_00021161, GC_00025884, GC_00026240, GC_00026670, GC_00026855, GC_00028376, GC_00031563, GC_00033920, GC_00034344, GC_00043109, GC_00045615, GC_00048151, GC_00053174, GC_00069158	1	1	1	151	15	15
Predicted periplasmic protein	0	1	1	NA	COG3904	GC_00000561, GC_00006247, GC_00006316, GC_00007830, GC_00007844, GC_00010667, GC_00013129, GC_00017472, GC_00018235, GC_00019002, GC_00019006, GC_00020042, GC_00023631, GC_00023736, GC_00030735, GC_00031537, GC_00039435, GC_00045819, GC_00048137, GC_00052737, GC_00057077, GC_00060101, GC_00063715, GC_00070827, GC_00073675	1	1	1	151	15	15
Ribosome recycling factor (Frr) (PDB:1DD5)	0	1	1	NA	COG0233	GC_00002426	1	1	1	151	15	15
Glutamate N-acetyltransferase (ornithine transacetylase) (ArgJ) (PDB:1VRA)	0	1	1	NA	COG1364	GC_00000135, GC_00075369	1	1	1	151	15	15
Acetyl esterase/lipase (Aes) (PDB:1EVQ)	0	1	1	NA	COG0657	GC_00000744, GC_00003901, GC_00004262, GC_00004983, GC_00006862, GC_00008493, GC_00008756, GC_00008827, GC_00009052, GC_00009262, GC_00009931, GC_00010439, GC_00010798, GC_00011913, GC_00013109, GC_00014386, GC_00015000, GC_00017694, GC_00018454, GC_00018712, GC_00019327, GC_00020980, GC_00023471, GC_00023901, GC_00024389, GC_00026770, GC_00028023, GC_00029285, GC_00035589, GC_00035796, GC_00036592, GC_00036889, GC_00037469, GC_00044631, GC_00044724, GC_00051470, GC_00054252, GC_00055997, GC_00057420, GC_00058503, GC_00060338, GC_00066962, GC_00067353, GC_00069047, GC_00076550, GC_00076617	1	1	1	151	15	15
Tryptophan synthase alpha chain (TrpA) (PDB:6HUL)	0	1	1	NA	COG0159	GC_00002580	1	1	1	151	15	15
Maltooligosyltrehalose synthase (TreY)	0	1	1	NA	COG3280	GC_00000953	1	1	1	151	15	15
Signal transduction histidine kinase (BaeS) (PDB:1JOY)	0	1	1	NA	COG0642	GC_00001118, GC_00001198, GC_00001323, GC_00001347, GC_00001589, GC_00002659, GC_00002771, GC_00003553, GC_00003641, GC_00003745, GC_00004210, GC_00005095, GC_00007184, GC_00007217, GC_00007880, GC_00008165, GC_00010211, GC_00010581, GC_00011042, GC_00011521, GC_00011713, GC_00011796, GC_00012664, GC_00013687, GC_00014464, GC_00014588, GC_00015329, GC_00015518, GC_00015939, GC_00016005, GC_00016296, GC_00016385, GC_00016918, GC_00017111, GC_00017468, GC_00017902, GC_00018535, GC_00018598, GC_00018867, GC_00018994, GC_00019094, GC_00019968, GC_00020915, GC_00022834, GC_00023130, GC_00025150, GC_00025164, GC_00025750, GC_00027082, GC_00027377, GC_00029570, GC_00032413, GC_00035233, GC_00035520, GC_00035677, GC_00035760, GC_00038067, GC_00038676, GC_00038809, GC_00041427, GC_00042010, GC_00043662, GC_00043826, GC_00044908, GC_00045356, GC_00047858, GC_00047876, GC_00049019, GC_00049232, GC_00050578, GC_00054179, GC_00054187, GC_00054929, GC_00055332, GC_00055508, GC_00055529, GC_00057603, GC_00057917, GC_00058971, GC_00060049, GC_00066764, GC_00066889, GC_00067352, GC_00070041, GC_00077438	1	1	1	151	15	15
Ribosomal protein S12 (RpsL) (PDB:4V4H)	0	1	1	NA	COG0048	GC_00002226	1	1	1	151	15	15
Magnetosome formation protein MamQ, lipoprotein antigen LemA family (LemA) (PDB:2ETD) (PUBMED:14638756;20212111;26884433)	0	1	1	NA	COG1704	GC_00002343, GC_00002935, GC_00017297, GC_00020486, GC_00038142	1	1	1	151	15	15
Metal-dependent amidase/aminoacylase/carboxypeptidase (AbgB) (PDB:3RAM) (PUBMED:17307853)	0	1	1	NA	COG1473	GC_00000041, GC_00000875, GC_00001070, GC_00004390, GC_00008244, GC_00008981, GC_00011376, GC_00015445, GC_00015767, GC_00017898, GC_00018963, GC_00019685, GC_00027499, GC_00031538, GC_00032077, GC_00032473, GC_00037551, GC_00042530, GC_00051705, GC_00057054, GC_00069465, GC_00071535, GC_00074107	1	1	1	151	15	15
ATP-dependent protease HslVU (ClpYQ), ATPase subunit HslU (HslU) (PDB:1DO0)	0	1	1	NA	COG1220	GC_00002562	1	1	1	151	15	15
Formyltetrahydrofolate hydrolase (PurU) (PDB:3O1L)	0	1	1	NA	COG0788	GC_00000548, GC_00006707	1	1	1	151	15	15
Ribosomal protein L7/L12 (RplL) (PDB:1CTF)	0	1	1	NA	COG0222	GC_00002241, GC_00004451, GC_00017374	1	1	1	151	15	15
Methylmalonyl-CoA mutase, N-terminal domain/subunit (Sbm) (PDB:6OXC)!!!Methylmalonyl-CoA mutase, C-terminal domain/subunit (cobalamin-binding) (Sbm) (PDB:1B1A)	0	1	1	NA	COG1884!!!COG2185	GC_00000656, GC_00000881	1	1	1	151	15	15
4-hydroxy-tetrahydrodipicolinate synthase/N-acetylneuraminate lyase (DapA) (PDB:2R91) (PUBMED:27574185)	0	1	1	NA	COG0329	GC_00000750, GC_00000967, GC_00001112, GC_00001276, GC_00002203, GC_00003258, GC_00003625, GC_00004434, GC_00005004, GC_00007182, GC_00007335, GC_00008238, GC_00008423, GC_00009439, GC_00009441, GC_00009631, GC_00009816, GC_00012446, GC_00012875, GC_00022003, GC_00022494, GC_00025045, GC_00025878, GC_00026090, GC_00026692, GC_00028918, GC_00028919, GC_00038157, GC_00045118, GC_00046151, GC_00046522, GC_00053182, GC_00056861, GC_00067387, GC_00073636, GC_00075284	1	1	1	151	15	15
Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase (AdhE) (PDB:1A4S)	0	1	1	NA	COG1012	GC_00000037, GC_00000207, GC_00000242, GC_00000858, GC_00001039, GC_00002120, GC_00003827, GC_00004261, GC_00004585, GC_00005210, GC_00005498, GC_00007023, GC_00007568, GC_00007594, GC_00007817, GC_00008083, GC_00008345, GC_00008666, GC_00008858, GC_00010833, GC_00010954, GC_00010984, GC_00011589, GC_00011806, GC_00012143, GC_00012145, GC_00012581, GC_00012724, GC_00012741, GC_00017159, GC_00018107, GC_00018731, GC_00018899, GC_00020226, GC_00021369, GC_00021546, GC_00022191, GC_00022452, GC_00023969, GC_00024286, GC_00025428, GC_00025621, GC_00025974, GC_00026333, GC_00026897, GC_00026984, GC_00027364, GC_00027456, GC_00027685, GC_00028477, GC_00030350, GC_00030373, GC_00030525, GC_00031221, GC_00031586, GC_00031696, GC_00031798, GC_00031889, GC_00033074, GC_00033635, GC_00033664, GC_00035188, GC_00035192, GC_00035376, GC_00035428, GC_00035743, GC_00036628, GC_00037744, GC_00037813, GC_00037820, GC_00038353, GC_00039550, GC_00040133, GC_00041397, GC_00041751, GC_00042649, GC_00043609, GC_00045591, GC_00045700, GC_00046255, GC_00046924, GC_00047640, GC_00051014, GC_00051544, GC_00054373, GC_00054781, GC_00055595, GC_00057851, GC_00059188, GC_00059841, GC_00061054, GC_00063589, GC_00068170, GC_00069624, GC_00072298, GC_00075205, GC_00075774, GC_00075954	1	1	1	151	15	15
Ectoine hydroxylase-related dioxygenase, phytanoyl-CoA dioxygenase (PhyH) family (PhyH) (PDB:2A1X)	0	1	1	NA	COG5285	GC_00000994, GC_00005195, GC_00009523, GC_00010075, GC_00010676, GC_00011127, GC_00011506, GC_00012626, GC_00013828, GC_00013872, GC_00014013, GC_00015398, GC_00019061, GC_00021507, GC_00026895, GC_00028373, GC_00033568, GC_00043208, GC_00054888, GC_00056369, GC_00061947, GC_00069462, GC_00069816, GC_00070164, GC_00072039, GC_00072062, GC_00072068, GC_00073451	1	1	1	151	15	15
Zn-dependent glyoxalase, PhnB family (PhnB) (PDB:5KEF) (PUBMED:28034013)	0	1	1	NA	COG2764	GC_00002485, GC_00004607, GC_00005314, GC_00005526, GC_00005558, GC_00006043, GC_00008596, GC_00009243, GC_00011023, GC_00015027, GC_00018240, GC_00023638, GC_00027723, GC_00032559, GC_00032560, GC_00035011, GC_00037960, GC_00040427, GC_00041411, GC_00049236, GC_00064001, GC_00064415, GC_00077699	1	1	1	151	15	15
Uncharacterized conserved protein, DUF1178 domain	0	1	1	NA	COG5319	GC_00002404	1	1	1	151	15	15
ABC-type transport system involved in lipoprotein release, permease component LolC (LolE) (PDB:6F49)	0	1	1	NA	COG4591	GC_00000293, GC_00006746, GC_00010207, GC_00010220, GC_00010762, GC_00011332, GC_00011938, GC_00015656, GC_00022078, GC_00046455, GC_00071109, GC_00079003	1	1	1	151	15	15
Tyrosyl-tRNA synthetase (TyrS) (PDB:4OUD)	0	1	1	NA	COG0162	GC_00002168	1	1	1	151	15	15
Invasion protein IalB, involved in pathogenesis (IalB) (PDB:3DTD)	0	1	1	NA	COG5342	GC_00001451, GC_00001609, GC_00002019, GC_00003561, GC_00006033, GC_00008082, GC_00008819, GC_00011682, GC_00015915, GC_00016454, GC_00020491, GC_00020922, GC_00021447, GC_00023739, GC_00024236, GC_00035644, GC_00049261, GC_00064719, GC_00065539, GC_00071753, GC_00073629	1	1	1	151	15	15
Ammonia channel protein AmtB (AmtB) (PDB:1U77)	0	1	1	NA	COG0004	GC_00000995, GC_00003342, GC_00008412, GC_00021713, GC_00027490, GC_00062483	1	1	1	151	15	15
Quinol monooxygenase YgiN (YgiN) (PDB:1R6Y) (PUBMED:15613473)	0	1	1	NA	COG1359	GC_00003154, GC_00004146, GC_00007708, GC_00007895, GC_00010309, GC_00010827, GC_00011698, GC_00012526, GC_00013895, GC_00014015, GC_00014313, GC_00014552, GC_00015951, GC_00017423, GC_00018984, GC_00020990, GC_00022697, GC_00027650, GC_00028729, GC_00034515, GC_00035048, GC_00037293, GC_00038673, GC_00043532, GC_00050468, GC_00056136, GC_00059310, GC_00071645, GC_00073306, GC_00075707, GC_00078999	1	1	1	151	15	15
AraC-type DNA-binding domain and AraC-containing proteins (AraC) (PDB:1BL0)	0	1	1	NA	COG2207	GC_00000614, GC_00000878, GC_00001704, GC_00001998, GC_00003100, GC_00003455, GC_00003547, GC_00003568, GC_00003810, GC_00004111, GC_00004265, GC_00004293, GC_00004309, GC_00004506, GC_00004738, GC_00004890, GC_00005166, GC_00005174, GC_00005466, GC_00005506, GC_00005561, GC_00005596, GC_00005753, GC_00005761, GC_00005782, GC_00006077, GC_00006145, GC_00006268, GC_00006380, GC_00006382, GC_00006468, GC_00006962, GC_00007098, GC_00007153, GC_00007408, GC_00008043, GC_00008160, GC_00008376, GC_00008520, GC_00008669, GC_00008714, GC_00008830, GC_00008891, GC_00008938, GC_00009045, GC_00009106, GC_00009256, GC_00009367, GC_00009573, GC_00009722, GC_00009851, GC_00010013, GC_00010140, GC_00010289, GC_00010318, GC_00010506, GC_00010542, GC_00010554, GC_00010837, GC_00010843, GC_00010849, GC_00011105, GC_00011131, GC_00011192, GC_00011207, GC_00011220, GC_00011240, GC_00011590, GC_00011599, GC_00011731, GC_00011935, GC_00011956, GC_00012010, GC_00012059, GC_00012135, GC_00012176, GC_00012380, GC_00012440, GC_00012456, GC_00012602, GC_00012665, GC_00012826, GC_00012998, GC_00013027, GC_00013894, GC_00013985, GC_00014071, GC_00014400, GC_00014409, GC_00014435, GC_00014548, GC_00014599, GC_00014664, GC_00014702, GC_00015084, GC_00015151, GC_00015345, GC_00015346, GC_00015371, GC_00015614, GC_00015661, GC_00015720, GC_00015903, GC_00015917, GC_00016073, GC_00016192, GC_00016233, GC_00016638, GC_00016850, GC_00016888, GC_00017067, GC_00017123, GC_00017134, GC_00017136, GC_00017259, GC_00017519, GC_00017668, GC_00017973, GC_00018294, GC_00018326, GC_00018442, GC_00018489, GC_00018715, GC_00018850, GC_00018981, GC_00019048, GC_00019064, GC_00019488, GC_00019550, GC_00020347, GC_00020470, GC_00020702, GC_00020835, GC_00020836, GC_00021395, GC_00021517, GC_00021629, GC_00021639, GC_00021972, GC_00021974, GC_00022059, GC_00022093, GC_00022119, GC_00022407, GC_00022448, GC_00022590, GC_00023073, GC_00023121, GC_00023905, GC_00023906, GC_00024225, GC_00024504, GC_00024951, GC_00025128, GC_00025660, GC_00025738, GC_00026152, GC_00026166, GC_00026410, GC_00026411, GC_00026431, GC_00026468, GC_00026660, GC_00026826, GC_00027164, GC_00027170, GC_00027340, GC_00027362, GC_00027645, GC_00027790, GC_00027949, GC_00028127, GC_00028135, GC_00028196, GC_00028650, GC_00028651, GC_00029013, GC_00029018, GC_00029283, GC_00030646, GC_00030652, GC_00030714, GC_00030715, GC_00030768, GC_00030769, GC_00030893, GC_00031116, GC_00031193, GC_00031229, GC_00031336, GC_00031398, GC_00031706, GC_00031911, GC_00032426, GC_00032460, GC_00032637, GC_00032638, GC_00032639, GC_00032640, GC_00032655, GC_00032667, GC_00032702, GC_00033579, GC_00033607, GC_00033894, GC_00034248, GC_00034281, GC_00034311, GC_00034312, GC_00034449, GC_00034637, GC_00034707, GC_00034776, GC_00034804, GC_00034873, GC_00034900, GC_00034995, GC_00035174, GC_00035305, GC_00035461, GC_00035558, GC_00035744, GC_00036030, GC_00036144, GC_00036425, GC_00036519, GC_00036690, GC_00037146, GC_00037331, GC_00037621, GC_00037807, GC_00038090, GC_00038190, GC_00038324, GC_00038590, GC_00038628, GC_00038855, GC_00039028, GC_00039236, GC_00039771, GC_00040125, GC_00040231, GC_00040261, GC_00040328, GC_00040815, GC_00040825, GC_00041569, GC_00041697, GC_00041846, GC_00042021, GC_00042524, GC_00042577, GC_00042817, GC_00042970, GC_00043157, GC_00043542, GC_00043645, GC_00043655, GC_00044010, GC_00044697, GC_00045523, GC_00045874, GC_00045986, GC_00046350, GC_00046744, GC_00046755, GC_00047073, GC_00047411, GC_00047619, GC_00048156, GC_00048765, GC_00048874, GC_00049351, GC_00049396, GC_00049422, GC_00050090, GC_00051641, GC_00052096, GC_00052109, GC_00052582, GC_00053700, GC_00053745, GC_00053970, GC_00054182, GC_00054226, GC_00054309, GC_00054577, GC_00054617, GC_00055224, GC_00055792, GC_00055905, GC_00056138, GC_00056210, GC_00056376, GC_00056670, GC_00058101, GC_00058606, GC_00058889, GC_00058904, GC_00059334, GC_00060072, GC_00060808, GC_00061320, GC_00061726, GC_00061765, GC_00061931, GC_00062493, GC_00062614, GC_00063045, GC_00063130, GC_00063526, GC_00065118, GC_00065241, GC_00065282, GC_00065777, GC_00066221, GC_00066373, GC_00067618, GC_00068674, GC_00068893, GC_00069415, GC_00069564, GC_00069593, GC_00069611, GC_00069629, GC_00069713, GC_00069954, GC_00070902, GC_00072973, GC_00073031, GC_00073562, GC_00074441, GC_00074442, GC_00074512, GC_00074606, GC_00074633, GC_00074961, GC_00075180, GC_00075386, GC_00075446, GC_00076310, GC_00076434, GC_00076457, GC_00076519, GC_00077385, GC_00077401, GC_00077913, GC_00077922, GC_00078843	1	1	1	151	15	15
7-methyl-GTP pyrophosphatase and related NTP pyrophosphatases, Maf/HAM1 superfamily (Maf) (PDB:2P5X) (PUBMED:24210219)	0	1	1	NA	COG0424	GC_00001895, GC_00002706	1	1	1	151	15	15
Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain	0	1	1	NA	COG5001	GC_00001838, GC_00002184, GC_00003997, GC_00006161, GC_00006977, GC_00008373, GC_00008527, GC_00013865, GC_00016305, GC_00017912, GC_00021381, GC_00021820, GC_00024167, GC_00024214, GC_00028561, GC_00028741, GC_00028822, GC_00036527, GC_00038842, GC_00061766, GC_00066379	1	1	1	151	15	15
Two-component response regulator, YesN/AraC family, consists of REC and AraC-type DNA-binding domains (YesN)	0	1	1	NA	COG4753	GC_00002553, GC_00014106, GC_00018962, GC_00023068, GC_00027814, GC_00028821, GC_00061427	1	1	1	151	15	15
Phosphoribosyl-AMP cyclohydrolase (HisI1) (PDB:1ZPS)	0	1	1	NA	COG0139	GC_00002775	1	1	1	151	15	15
L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily (RspA) (PDB:1BKH)	0	1	1	NA	COG4948	GC_00000849, GC_00001936, GC_00001972, GC_00003708, GC_00003828, GC_00003923, GC_00004192, GC_00004449, GC_00004694, GC_00005957, GC_00006697, GC_00007065, GC_00007338, GC_00007407, GC_00008258, GC_00011158, GC_00011706, GC_00012361, GC_00012404, GC_00015237, GC_00016367, GC_00016473, GC_00016893, GC_00017974, GC_00018290, GC_00018377, GC_00018875, GC_00020296, GC_00020374, GC_00021622, GC_00024307, GC_00026510, GC_00027564, GC_00028602, GC_00028874, GC_00029748, GC_00030623, GC_00032565, GC_00035864, GC_00036650, GC_00038693, GC_00040574, GC_00043610, GC_00047308, GC_00047906, GC_00048436, GC_00048525, GC_00048582, GC_00049903, GC_00051010, GC_00051093, GC_00052340, GC_00052711, GC_00053462, GC_00054495, GC_00059963, GC_00060245, GC_00060561, GC_00063722, GC_00064402, GC_00066532, GC_00070958, GC_00073400, GC_00075964, GC_00078713	1	1	1	151	15	15
Regulator of PEP synthase PpsR, kinase-PPPase family (combines ADP:protein kinase and phosphorylase activities) (PpsR) (PDB:5D0N)	0	1	1	NA	COG1806	GC_00001315	1	1	1	151	15	15
2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases (UbiH) (PDB:1BF3)!!!2,4-dienoyl-CoA reductase or related NADH-dependent reductase, Old Yellow Enzyme (OYE) family (FadH) (PDB:1BWK)	0	1	1	NA	COG0654!!!COG1902	GC_00004044, GC_00008462	1	1	1	151	15	15
Outer membrane protein TolC (TolC) (PDB:1EK9)	0	1	1	NA	COG1538	GC_00000426, GC_00000812, GC_00000982, GC_00003107, GC_00006004, GC_00007371, GC_00009170, GC_00009847, GC_00010106, GC_00011379, GC_00013696, GC_00015990, GC_00018396, GC_00018589, GC_00020805, GC_00021439, GC_00024731, GC_00025066, GC_00025687, GC_00032581, GC_00036198, GC_00041679, GC_00045969, GC_00050616, GC_00064823, GC_00064861, GC_00077104, GC_00079127	1	1	1	151	15	15
ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component (TauB)	0	1	1	NA	COG1116	GC_00001045, GC_00001188, GC_00001931, GC_00002242, GC_00002907, GC_00003163, GC_00003380, GC_00003580, GC_00003667, GC_00003671, GC_00004109, GC_00004658, GC_00005359, GC_00005438, GC_00005440, GC_00007004, GC_00007010, GC_00007336, GC_00007438, GC_00007493, GC_00007814, GC_00008055, GC_00008817, GC_00009357, GC_00009809, GC_00010043, GC_00010760, GC_00011430, GC_00011644, GC_00011947, GC_00012028, GC_00012533, GC_00013672, GC_00014176, GC_00014651, GC_00014851, GC_00015197, GC_00015587, GC_00016626, GC_00017430, GC_00017471, GC_00018387, GC_00019202, GC_00020599, GC_00022098, GC_00022337, GC_00022442, GC_00022649, GC_00023854, GC_00024515, GC_00025390, GC_00025799, GC_00028685, GC_00029932, GC_00030537, GC_00031716, GC_00031720, GC_00032169, GC_00032238, GC_00032575, GC_00033362, GC_00033395, GC_00033597, GC_00033807, GC_00033843, GC_00034755, GC_00034959, GC_00035159, GC_00036634, GC_00037703, GC_00038535, GC_00038751, GC_00038999, GC_00040356, GC_00040723, GC_00040840, GC_00043737, GC_00052181, GC_00059411, GC_00060618, GC_00061498, GC_00069113, GC_00070663, GC_00073394, GC_00074113	1	1	1	151	15	15
Molecular chaperone GrpE (heat shock protein HSP-70) (GrpE) (PDB:1DKG)	0	1	1	NA	COG0576	GC_00001064, GC_00009693, GC_00072264	1	1	1	151	15	15
Peptide methionine sulfoxide reductase MsrA (MsrA) (PDB:1FF3)	0	1	1	NA	COG0225	GC_00002179, GC_00003176, GC_00003682	1	1	1	151	15	15
Enoyl-CoA hydratase/carnithine racemase (CaiD) (PDB:1DCI)!!!3-hydroxyacyl-CoA dehydrogenase (FadB) (PDB:5ZQZ)	0	1	1	NA	COG1024!!!COG1250	GC_00000429, GC_00000589, GC_00002926, GC_00026008, GC_00032968, GC_00035601, GC_00063311, GC_00070865	1	1	1	151	15	15
